"County","State","Contract ID","Organization Name","Organization Type","Plan Type","SSA Code","FIPS Code","Enrolled"
"Chesterfield","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42120","45025","88"
"Chesterfield","SC","H2577","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Local CCP","Local PPO","42120","45025","394"
"Chesterfield","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42120","45025","390"
"Chesterfield","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42120","45025","307"
"Chesterfield","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42120","45025","300"
"Chesterfield","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42120","45025","82"
"Chesterfield","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42120","45025","1201"
"Chesterfield","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42120","45025","194"
"Clarendon","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42130","45027","135"
"Clarendon","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42130","45027","71"
"Clarendon","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42130","45027","71"
"Clarendon","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42130","45027","54"
"Clarendon","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42130","45027","272"
"Clarendon","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42130","45027","176"
"Clarendon","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42130","45027","235"
"Clarendon","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42130","45027","97"
"Clarendon","SC","H8748","UNITEDHEALTHCARE INSURANCE COMPANY","Local CCP","HMO/HMOPOS","42130","45027","412"
"Clarendon","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42130","45027","1566"
"Clarendon","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42130","45027","186"
"Colleton","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42140","45029","112"
"Colleton","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42140","45029","73"
"Colleton","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42140","45029","43"
"Colleton","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42140","45029","111"
"Colleton","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42140","45029","306"
"Colleton","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42140","45029","227"
"Colleton","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42140","45029","1023"
"Colleton","SC","H6345","PRUITTHEALTH PREMIER NORTH CAROLINA, LLC","Local CCP","HMO/HMOPOS","42140","45029","28"
"Colleton","SC","H8176","MOLINA HEALTHCARE OF SOUTH CAROLINA,INC","Local CCP","HMO/HMOPOS","42140","45029","13"
"Colleton","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42140","45029","74"
"Colleton","SC","H8748","UNITEDHEALTHCARE INSURANCE COMPANY","Local CCP","HMO/HMOPOS","42140","45029","260"
"Colleton","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42140","45029","1336"
"Colleton","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42140","45029","45"
"Darlington","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42150","45031","82"
"Darlington","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42150","45031","697"
"Darlington","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42150","45031","307"
"Darlington","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42150","45031","663"
"Darlington","SC","H8176","MOLINA HEALTHCARE OF SOUTH CAROLINA,INC","Local CCP","HMO/HMOPOS","42150","45031","15"
"Darlington","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42150","45031","15"
"Darlington","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42150","45031","2519"
"Darlington","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42150","45031","280"
"Dillon","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42160","45033","145"
"Dillon","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42160","45033","80"
"Dillon","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42160","45033","37"
"Dillon","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42160","45033","99"
"Dillon","SC","H2577","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Local CCP","Local PPO","42160","45033","237"
"Dillon","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42160","45033","163"
"Dillon","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42160","45033","159"
"Dillon","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42160","45033","138"
"Dillon","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42160","45033","81"
"Dillon","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42160","45033","1187"
"Dillon","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42160","45033","66"
"Dorchester","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42170","45035","40"
"Dorchester","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42170","45035","280"
"Dorchester","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42170","45035","28"
"Dorchester","SC","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","42170","45035","22"
"Dorchester","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42170","45035","768"
"Dorchester","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42170","45035","865"
"Dorchester","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42170","45035","2606"
"Dorchester","SC","H8003","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","Local PPO","42170","45035","195"
"Dorchester","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42170","45035","219"
"Dorchester","SC","H8748","UNITEDHEALTHCARE INSURANCE COMPANY","Local CCP","HMO/HMOPOS","42170","45035","768"
"Dorchester","SC","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","42170","45035","27"
"Dorchester","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42170","45035","2146"
"Dorchester","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42170","45035","180"
"Edgefield","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42180","45037","25"
"Edgefield","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42180","45037","24"
"Edgefield","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42180","45037","92"
"Edgefield","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42180","45037","38"
"Edgefield","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42180","45037","364"
"Edgefield","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42180","45037","120"
"Edgefield","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42180","45037","254"
"Edgefield","SC","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","42180","45037","41"
"Edgefield","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42180","45037","45"
"Edgefield","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42180","45037","963"
"Edgefield","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42180","45037","83"
"Fairfield","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42190","45039","76"
"Fairfield","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42190","45039","29"
"Fairfield","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42190","45039","27"
"Fairfield","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42190","45039","60"
"Fairfield","SC","H4847","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","HMO/HMOPOS","42190","45039","59"
"Fairfield","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42190","45039","175"
"Fairfield","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42190","45039","157"
"Fairfield","SC","H5525","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Local CCP","Local PPO","42190","45039","53"
"Fairfield","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42190","45039","229"
"Fairfield","SC","H6345","PRUITTHEALTH PREMIER NORTH CAROLINA, LLC","Local CCP","HMO/HMOPOS","42190","45039","26"
"Fairfield","SC","H7326","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","Local PPO","42190","45039","82"
"Fairfield","SC","H8003","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","Local PPO","42190","45039","115"
"Fairfield","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42190","45039","66"
"Fairfield","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42190","45039","1012"
"Fairfield","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42190","45039","96"
"Florence","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42200","45041","421"
"Florence","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42200","45041","262"
"Florence","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42200","45041","236"
"Florence","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42200","45041","316"
"Florence","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42200","45041","863"
"Florence","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42200","45041","404"
"Florence","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42200","45041","907"
"Florence","SC","H8003","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","Local PPO","42200","45041","542"
"Florence","SC","H8176","MOLINA HEALTHCARE OF SOUTH CAROLINA,INC","Local CCP","HMO/HMOPOS","42200","45041","29"
"Florence","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42200","45041","282"
"Florence","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42200","45041","3350"
"Florence","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42200","45041","432"
"Georgetown","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42210","45043","252"
"Georgetown","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42210","45043","133"
"Georgetown","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42210","45043","397"
"Georgetown","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42210","45043","49"
"Georgetown","SC","H3335","EXCELLUS HEALTH PLAN, INC.","Local CCP","Local PPO","42210","45043","12"
"Georgetown","SC","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","42210","45043","14"
"Georgetown","SC","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","42210","45043","42"
"Georgetown","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42210","45043","535"
"Georgetown","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42210","45043","833"
"Georgetown","SC","H5525","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Local CCP","Local PPO","42210","45043","95"
"Georgetown","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42210","45043","506"
"Georgetown","SC","H8003","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","Local PPO","42210","45043","253"
"Georgetown","SC","H8176","MOLINA HEALTHCARE OF SOUTH CAROLINA,INC","Local CCP","HMO/HMOPOS","42210","45043","11"
"Georgetown","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42210","45043","159"
"Georgetown","SC","H8748","UNITEDHEALTHCARE INSURANCE COMPANY","Local CCP","HMO/HMOPOS","42210","45043","590"
"Georgetown","SC","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","42210","45043","21"
"Georgetown","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42210","45043","2196"
"Georgetown","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42210","45043","295"
"Greenville","SC","90091","UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT","HCPP - 1833 Cost","HCPP - 1833 Cost","42220","45045","14"
"Greenville","SC","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","42220","45045","2234"
"Greenville","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42220","45045","311"
"Greenville","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42220","45045","409"
"Greenville","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42220","45045","1024"
"Greenville","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42220","45045","453"
"Greenville","SC","H2577","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Local CCP","Local PPO","42220","45045","1561"
"Greenville","SC","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","42220","45045","25"
"Greenville","SC","H4053","PRISMA HEALTH-UPSTATE","National PACE","National PACE","42220","45045","60"
"Greenville","SC","H4847","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","HMO/HMOPOS","42220","45045","896"
"Greenville","SC","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","42220","45045","108"
"Greenville","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42220","45045","3165"
"Greenville","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42220","45045","6952"
"Greenville","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42220","45045","9530"
"Greenville","SC","H7020","CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.","Local CCP","HMO/HMOPOS","42220","45045","752"
"Greenville","SC","H7165","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","HMO/HMOPOS","42220","45045","53"
"Greenville","SC","H7326","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","Local PPO","42220","45045","1169"
"Greenville","SC","H7409","BRIGHT HEALTH COMPANY OF SOUTH CAROLINA, INC.","Local CCP","HMO/HMOPOS","42220","45045","53"
"Greenville","SC","H8003","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","Local PPO","42220","45045","747"
"Greenville","SC","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","42220","45045","288"
"Greenville","SC","H8170","AMERICA'S 1ST CHOICE OF SOUTH CAROLINA, INC.","Local CCP","HMO/HMOPOS","42220","45045","46"
"Greenville","SC","H8176","MOLINA HEALTHCARE OF SOUTH CAROLINA,INC","Local CCP","HMO/HMOPOS","42220","45045","35"
"Greenville","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42220","45045","479"
"Greenville","SC","H8748","UNITEDHEALTHCARE INSURANCE COMPANY","Local CCP","HMO/HMOPOS","42220","45045","5000"
"Greenville","SC","H9403","EON HEALTH, INC. (SC)","Local CCP","HMO/HMOPOS","42220","45045","26"
"Greenville","SC","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","42220","45045","136"
"Greenville","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42220","45045","3528"
"Greenville","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42220","45045","342"
"Greenwood","SC","H1416","HARMONY HEALTH PLAN,  INC.","Local CCP","HMO/HMOPOS","42230","45047","648"
"Greenwood","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42230","45047","112"
"Greenwood","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42230","45047","35"
"Greenwood","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42230","45047","192"
"Greenwood","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42230","45047","26"
"Greenwood","SC","H4847","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","HMO/HMOPOS","42230","45047","355"
"Greenwood","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42230","45047","292"
"Greenwood","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42230","45047","135"
"Greenwood","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42230","45047","605"
"Greenwood","SC","H7326","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","Local PPO","42230","45047","1016"
"Greenwood","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42230","45047","212"
"Greenwood","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42230","45047","1540"
"Greenwood","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42230","45047","350"
"Hampton","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42240","45049","75"
"Hampton","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42240","45049","50"
"Hampton","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42240","45049","18"
"Hampton","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42240","45049","48"
"Hampton","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42240","45049","210"
"Hampton","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42240","45049","87"
"Hampton","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42240","45049","174"
"Hampton","SC","H6345","PRUITTHEALTH PREMIER NORTH CAROLINA, LLC","Local CCP","HMO/HMOPOS","42240","45049","22"
"Hampton","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42240","45049","62"
"Hampton","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42240","45049","893"
"Hampton","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42240","45049","25"
"Horry","SC","90091","UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT","HCPP - 1833 Cost","HCPP - 1833 Cost","42250","45051","87"
"Horry","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42250","45051","16"
"Horry","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42250","45051","2706"
"Horry","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42250","45051","21"
"Horry","SC","H2577","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Local CCP","Local PPO","42250","45051","1936"
"Horry","SC","H3335","EXCELLUS HEALTH PLAN, INC.","Local CCP","Local PPO","42250","45051","30"
"Horry","SC","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","42250","45051","187"
"Horry","SC","H4036","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","42250","45051","34"
"Horry","SC","H4847","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","HMO/HMOPOS","42250","45051","230"
"Horry","SC","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","42250","45051","202"
"Horry","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42250","45051","4130"
"Horry","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42250","45051","4093"
"Horry","SC","H5526","HEALTHNOW NEW YORK INC.","Local CCP","Local PPO","42250","45051","16"
"Horry","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42250","45051","2473"
"Horry","SC","H7326","WELLCARE OF SOUTH CAROLINA, INC.","Local CCP","Local PPO","42250","45051","273"
"Horry","SC","H7728","ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.","Local CCP","Local PPO","42250","45051","25"
"Horry","SC","H8003","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","Local PPO","42250","45051","3088"
"Horry","SC","H8176","MOLINA HEALTHCARE OF SOUTH CAROLINA,INC","Local CCP","HMO/HMOPOS","42250","45051","28"
"Horry","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42250","45051","22"
"Horry","SC","H8748","UNITEDHEALTHCARE INSURANCE COMPANY","Local CCP","HMO/HMOPOS","42250","45051","1656"
"Horry","SC","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","42250","45051","157"
"Horry","SC","H9615","MVP HEALTH PLAN, INC.","Local CCP","Local PPO","42250","45051","29"
"Horry","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42250","45051","7083"
"Horry","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42250","45051","1993"
"Jasper","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42260","45053","49"
"Jasper","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42260","45053","59"
"Jasper","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42260","45053","136"
"Jasper","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42260","45053","15"
"Jasper","SC","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","42260","45053","11"
"Jasper","SC","H5141","CLOVER INSURANCE COMPANY","Local CCP","Local PPO","42260","45053","70"
"Jasper","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42260","45053","344"
"Jasper","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42260","45053","246"
"Jasper","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42260","45053","198"
"Jasper","SC","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","42260","45053","39"
"Jasper","SC","H8213","SELECT HEALTH OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42260","45053","43"
"Jasper","SC","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","42260","45053","23"
"Jasper","SC","R2604","UNITEDHEALTHCARE INSURANCE COMPANY","Regional CCP","Regional PPO","42260","45053","1111"
"Jasper","SC","R3392","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","42260","45053","110"
"Kershaw","SC","H1436","ABSOLUTE TOTAL CARE, INC.","Local CCP","HMO/HMOPOS","42270","45055","112"
"Kershaw","SC","H1723","ABSOLUTE TOTAL CARE, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42270","45055","72"
"Kershaw","SC","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","42270","45055","138"
"Kershaw","SC","H2533","MOLINA HEALTHCARE OF SOUTH CAROLINA, INC.","Demo","Medicare-Medicaid Plan HMO/HMOPOS","42270","45055","114"
"Kershaw","SC","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","42270","45055","370"
"Kershaw","SC","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","42270","45055","430"
"Kershaw","SC","H5525","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Local CCP","Local PPO","42270","45055","129"
"Kershaw","SC","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","42270","45055","432"
"Kershaw","SC","H8003","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Local CCP","Local PPO","42270","45055","413"
